Number of Records,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,City,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,Months Of Supply,Months Of Supply Mom,Months Of Supply Yoy,New Listings,New Listings Mom,New Listings Yoy,Period Begin,Period Duration,Period End,Price Drops,Price Drops Mom,Price Drops Yoy,Property Type,Region,Region Type,Sold Above List,Sold Above List Mom,Sold Above List Yoy,State,State Code,Table Id
1,0.987455731,0.002257506,0.016172839,Portland,361,0.175895765,0.388461538,273,0.007380074,-0.119354839,30.5,-12.5,-52.5,182.1851984,-0.002600001,0.090441144,349900,0,0.044633527,173.681266,0.033025388,0.162922101,339000,0.030395137,0.153061224,,,,439,0.158311346,0.219444444,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Lair Hill",neighborhood,0.271468144,0.02716847,0.06762199,Oregon,OR,156063
1,0.987912888,-0.005051466,0.00413374,Portland,21,0.166666667,0,12,-0.25,-0.586206897,30,-18,-63,124.7349272,0.127000152,0.27145264,209900,0.172995946,0.457638889,107.0686071,0.032959675,0.330673506,171000,0.033232628,0.212765957,,,,27,0.038461538,0.08,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Mill Park",neighborhood,0.333333333,-0.055555556,0.095238095,Oregon,OR,156072
1,0.996851205,-0.005406854,0.013083056,Portland,18,0.384615385,0.125,10,0,-0.090909091,22,11,-16,119.2670681,0.187013959,0.21995837,209925,0.00334568,0.02402439,111.6209308,0.11351315,0.022883051,209000,0.009661836,0.123052123,,,,20,0.111111111,0.25,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Russell",neighborhood,0.388888889,0.004273504,0.076388889,Oregon,OR,156088
1,1.002977762,0.000786592,0.01899784,Portland,65,0.326530612,0.203703704,44,0.157894737,-0.12,32.5,-11,-61.5,119.1253329,-0.032975419,0.145839846,184900,-0.026329647,0.050568182,114.5669261,0.089825081,0.223296383,193000,0.122093023,0.3561704,,,,67,0.264150943,0.218181818,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Hazelwood",neighborhood,0.4,-0.028571429,0.177777778,Oregon,OR,156102
1,0.988720212,0.009239056,0.013196541,Portland,19,0.461538462,0.1875,12,0,0.5,17.5,-19.5,-56.5,172.9751239,-0.021452396,0.224683652,329450,-0.016567164,0.143923611,159.6516691,0.206966618,0.275202799,318000,0.272,0.129662522,,,,26,0.083333333,0.625,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Markham",neighborhood,0.421052632,0.113360324,0.108552632,Oregon,OR,156105
1,1.012232802,-0.002985272,0.019656519,Portland,29,0.260869565,0.035714286,9,-0.4,-0.4,10,0.5,-12,190.5160881,0.059033457,0.085573597,317500,0,0.03962017,190.9722222,0.034237351,0.153132146,325000,0.109215017,0.070840198,,,,33,0.064516129,-0.083333333,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - King",neighborhood,0.413793103,-0.107946027,0.199507389,Oregon,OR,156121
1,1.000252683,-0.000196254,0.006661556,Portland,13,0.625,0.3,8,0.142857143,0.142857143,8.5,0.5,1.5,202.3233981,-0.020927271,-0.04769148,414450,0.330497592,0.219329214,254.7172888,0.014042933,0.260594777,302000,-0.194800867,-0.0336,,,,20,0.428571429,0.818181818,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Kerns",neighborhood,0.384615385,0.009615385,0.184615385,Oregon,OR,156146
1,1.005471961,-0.009734211,0.019207725,Portland,42,0.5,0.4,19,0.9,0.9,7,-3,-10,197.9246733,-0.010733711,0.088310042,448988,-0.023779964,0.197301333,200.3938129,0.02415845,0.214151328,453250,0.046162724,0.21352075,,,,57,0.425,0.838709677,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Beaumont-Wilshire",neighborhood,0.380952381,-0.011904762,0.114285714,Oregon,OR,156148
1,0.98370275,0.000387565,0.018056237,Portland,42,0.166666667,0.35483871,17,-0.055555556,-0.32,20,-8,-112.5,188.9022196,0.031547957,0.193859151,299000,0.032815199,0.043630017,172.6471594,0.003751136,0.122841268,273250,-0.024803712,-0.086120401,,,,41,0.171428571,0.078947368,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Multnomah Village",neighborhood,0.30952381,0.087301587,0.115975422,Oregon,OR,156154
1,0.984292733,0.005606078,0.046782976,Portland,8,0.142857143,0.6,12,0,0.714285714,56,0,-5,195.0867052,0.042125201,0.333683657,489900,0.441306267,1.592063492,192.8761894,0.002139778,-0.032780183,338000,0.353082466,-0.362264151,,,,9,0,0.8,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Homestead",neighborhood,0.375,-0.053571429,0.375,Oregon,OR,156172
1,1.024648686,0.017876815,0.007773022,Portland,9,0.5,0.8,8,-0.272727273,3,35.5,2,-59.5,132.7893175,-0.002747239,0.078288984,164900,0.037106918,-0.018160167,151.8987342,0.104897277,0.458227848,165000,-0.03649635,0.279069767,,,,13,0.181818182,1.166666667,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Sumner",neighborhood,0.555555556,0.388888889,0.355555556,Oregon,OR,156186
1,0.998137644,-0.004012343,0.046754474,Portland,20,0.176470588,0.428571429,20,0,0.25,30.5,9.5,-53.5,167.4969305,0.062073269,0.209444746,264900,0.0596,0.431891892,149.4318766,0.030412171,0.456892568,229950,-0.079831933,0.49076175,,,,34,0.47826087,0.47826087,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Cathedral Park",neighborhood,0.2,0.082352941,-0.085714286,Oregon,OR,156188
1,0.985774325,-0.005787209,0.061619565,Portland,23,-0.041666667,2.285714286,6,-0.25,-0.454545455,30,0,-52,171.6835017,0.056751141,-0.010080235,345000,-0.115265517,-0.041666667,151.29683,0.009539548,-0.0313976,350000,0.153212521,0.440329218,,,,15,-0.0625,1.142857143,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Collins View",neighborhood,0.47826087,-0.14673913,0.335403727,Oregon,OR,156220
1,1.004349892,-0.017059118,0.035801773,Portland,16,-0.111111111,0.142857143,12,0,0.5,6,-17,-73,182.0798425,-0.065255851,0.22350253,317500,0.328454662,0.328451883,190.2497871,0.074254701,0.226692279,247500,-0.203539823,0.032325339,,,,24,0.090909091,1.181818182,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - North Tabor",neighborhood,0.4375,0.104166667,0.151785714,Oregon,OR,156232
1,0.986957557,0.006935709,0.014390808,Portland,56,-0.01754386,-0.066666667,51,0.108695652,-0.227272727,38.5,-29.5,-35.5,116.9679943,-0.029499842,0.177477809,169950,0.014626866,0.137169622,107.9854791,0.002865309,0.278733436,162300,0.041914092,0.277952756,,,,60,0.071428571,0,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Centennial",neighborhood,0.25,0.039473684,-0.05,Oregon,OR,156236
1,0.987175237,-0.008927163,-0.000737221,Portland,8,0.6,1.666666667,5,-0.285714286,-0.285714286,24,11,-604,161.1801788,-0.024346518,-0.047228642,326950,0,0.077797923,168.4149547,0.04917084,0.124758747,372000,-0.04,1.125714286,,,,8,-0.2,0,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Far Southwest",neighborhood,0.25,-0.15,0.25,Oregon,OR,156240
1,0.959963423,-0.010347434,-0.001648708,Portland,17,0.307692308,-0.055555556,24,0.263157895,0.263157895,114.5,3,-49,294.2700157,0.093693191,0.114734416,597000,-0.203203203,-0.229677419,261.5131579,0.031971154,-0.082056958,620000,0.05982906,0.039832285,,,,26,0.444444444,0.181818182,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Hillside",neighborhood,0.058823529,-0.018099548,0.003267974,Oregon,OR,156256
1,0.985769031,0.003825991,0.035947787,Portland,47,0.119047619,0.566666667,27,-0.205882353,-0.4,30.5,0,-81.5,134.8885,0.004551447,0.134562161,223475,0.009030365,0.090121951,113.1855743,0.015535799,0.060860035,215000,-0.011494253,0.34375,,,,48,0.043478261,0.371428571,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Wilkes",neighborhood,0.234042553,0.019756839,0.167375887,Oregon,OR,156259
1,1.004699016,0.002209181,0.010649505,Portland,65,0.083333333,0.710526316,34,-0.028571429,0.03030303,12,2.5,-36,200.5025126,0.045327545,0.058585246,357000,-0.033698741,0.115973742,187.1370006,0.025510763,0.057972955,342000,0.008849558,0.036363636,,,,74,0.057142857,0.541666667,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Westmoreland",neighborhood,0.384615385,0.051282051,0.0951417,Oregon,OR,156262
1,1.001920483,0.006551668,-0.007850244,Portland,10,-0.230769231,-0.230769231,15,0.5,1.142857143,24.5,-7,10.5,191.6336914,-0.042372881,-0.058855127,339000,-0.042372881,0.132075472,216.8110029,0.006919751,0.113507533,337500,-0.075342466,-0.035714286,,,,19,0.266666667,0.9,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Eliot",neighborhood,0.5,-0.038461538,0.038461538,Oregon,OR,156270
1,0.965250068,-0.023978469,-0.012655235,Portland,8,0.6,-0.333333333,16,0.142857143,-0.058823529,155,92,-54.5,210.4903402,-0.012401203,0.194078121,695000,0.057838661,0.351614158,209.2258806,0.197750236,0.212512441,757500,0.016778523,0.289361702,,,,20,0.666666667,0.666666667,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Forest Highlands",neighborhood,0,0,-0.166666667,Oregon,OR,190804
1,0.985692913,0.022170609,-0.008611172,Portland,27,0.08,-0.035714286,30,-0.090909091,0.25,41,-18,22,127.468099,0.042682589,0.295471168,162449.5,-0.044411895,0.139996491,112.3919308,0.103429895,0.14393431,175000,0.129032258,0.252236136,,,,36,0.2,0.058823529,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Southgate",neighborhood,0.333333333,-0.066666667,0.011904762,Oregon,OR,209034
1,0.978485132,0.004893553,0.006942347,Portland,94,0.620689655,0.46875,65,0,-0.155844156,22,-16.5,-33,308.1306991,0.072583524,0.246799122,479000,-0.041041041,-0.111317254,277.8138169,-0.038152451,0.121714141,430000,0.045084457,0.000931099,,,,112,0.178947368,0.534246575,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Northwest District",neighborhood,0.14893617,0.028246515,0.02393617,Oregon,OR,346896
1,1.010668596,0.007810933,0.019056988,Portland,146,0.237288136,0.020979021,66,0.137931034,-0.142857143,7,-4,-9,189.561449,0.014289925,0.121201832,387450,0.019873651,0.019740781,190.0903578,0.026915101,0.13651907,388500,0.036,0.159701493,,,,185,0.170886076,0.170886076,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Hawthorne District",neighborhood,0.47260274,0.048873926,0.067008334,Oregon,OR,347001
1,0.95275808,-0.013147792,0.037922441,Portland,10,0.428571429,-0.090909091,16,0,-0.058823529,316,89,274.5,251.7986404,0.091324931,-0.023853176,986250,0.160294118,-0.268902891,224.7274372,0.027431556,-0.00121139,780000,-0.082352941,-0.018867925,,,,12,0.333333333,-0.2,3/1/13,90,5/31/13,,,,All Residential,"Portland, OR - Dunthorpe",neighborhood,0,0,0,Oregon,OR,347006
1,0.993415217,-0.00167979,0.032936578,Portland,20,-0.285714286,0.052631579,21,-0.045454545,-0.16,41.5,23.5,-28.5,138.6841062,-0.006471539,-0.029569766,279900,-0.000176818,0.029044118,145.2717691,-0.035333225,0.080796531,267950,0.031568816,-0.059824561,,,,37,0.027777778,0.85,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - University Park",neighborhood,0.4,0.042857143,0.347368421,Oregon,OR,29142
1,0.986561835,0.00267927,0.011361922,Portland,20,-0.166666667,0.111111111,9,-0.1,-0.64,14,2,-10,196.4628821,0.02168573,0.08405152,509900,0,0.097857681,183.0270648,-0.041992936,0.039419002,458500,-0.164045763,-0.033465086,,,,21,-0.086956522,-0.25,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Laurelhurst",neighborhood,0.15,0.025,0.038888889,Oregon,OR,29343
1,0.986736508,0.004606289,0.024564996,Portland,36,-0.142857143,0.565217391,31,-0.088235294,-0.367346939,35.5,5.5,-23.5,167.5979746,0.065760393,0.092895277,399900,0.0664,0.195515695,151.07668,0.032758674,-0.043870874,389000,0.077562327,0.08356546,,,,34,-0.081081081,0.0625,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Hillsdale",neighborhood,0.222222222,0.055555556,0.1352657,Oregon,OR,29517
1,0.96817114,-0.036016563,-0.025814407,Portland,9,0,-0.1,5,0,0.666666667,9,2,-46.5,173.8163499,0.173480941,-0.136614198,260000,-0.018497546,-0.103139013,142.2314619,0,0.013801915,283000,0,-0.010316489,,,,9,-0.1,2,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Reed",neighborhood,0.555555556,-0.111111111,0.255555556,Oregon,OR,29606
1,0.976230318,-0.000937944,0.009515362,Portland,32,0.103448276,0.454545455,20,-0.090909091,-0.2,52,3,-43,190.552017,0.034257717,0.078401479,420000,-0.066666667,-0.241877256,177.093359,0.002202755,-0.062400104,555000,0.06362591,0.23059867,,,,23,-0.08,0.4375,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Irvington",neighborhood,0.1875,0.049568966,0.096590909,Oregon,OR,29828
1,0.980859858,-0.003579214,0.017557444,Portland,8,-0.272727273,1,12,-0.076923077,0.5,29,11.5,2.5,155.0243548,0.082363815,-0.006254136,392500,0.041114058,0.189393939,147.1302681,-0.061502862,-0.157107019,347500,-0.025245442,0.284658041,,,,12,-0.142857143,1.4,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - South Burlingame",neighborhood,0.125,-0.147727273,0.125,Oregon,OR,30142
1,0.889444526,-0.031746032,-0.102195575,Portland,7,0,-0.416666667,11,0,-0.3125,57,29,-289.5,183.8780491,0.027046134,0.488063286,632000,0.198217841,1.113712375,172.6964387,0,0.437999755,425000,0,0.579925651,,,,6,-0.25,-0.454545455,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Sylvan-Highlands",neighborhood,0,0,-0.083333333,Oregon,OR,30259
1,1.003559374,-0.005628769,0.022037232,Portland,35,-0.102564103,0.458333333,33,0.434782609,0,32.5,-7.5,-25.5,154.315519,0.054705508,0.14824432,229475,-0.063367347,0.074824356,114.7540984,-0.051838724,-0.162726488,185100,-0.105797101,-0.177333333,,,,36,0.090909091,0.384615385,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Kenton",neighborhood,0.371428571,-0.038827839,0.163095238,Oregon,OR,30288
1,0.996714612,0.007612751,0.024857939,Portland,51,-0.105263158,0.0625,42,-0.125,-0.416666667,33.5,-15,-44.5,127.742279,-0.01472125,0.016828541,185000,-0.007909907,0.06017192,127.4381721,0.025016217,0.087705813,181900,-0.050130548,-0.009528995,,,,57,0.017857143,0.096153846,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - St. Johns",neighborhood,0.392156863,0.058823529,0.100490196,Oregon,OR,30396
1,0.976808798,-0.001035614,0.002139497,Portland,32,-0.03030303,1.461538462,22,-0.083333333,-0.214285714,26,8.5,-53,153.348157,0.008869454,-0.026276643,379500,0.057103064,-0.132571429,169.5011338,-0.009415433,0.10210329,339950,-0.060911602,-0.023132184,,,,30,-0.090909091,0.666666667,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Bridlemile",neighborhood,0.125,-0.087121212,-0.028846154,Oregon,OR,30762
1,1.004210052,-0.012101244,0.033825927,Portland,26,-0.103448276,0.733333333,14,-0.176470588,-0.416666667,17,7,-25,150.2801834,-0.017277989,-0.052568636,270000,0.042471042,0.125234424,147.5045673,-0.00434417,0.061361137,251962.5,0.004134702,0.028418367,,,,19,-0.173913043,-0.296296296,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Woodlawn",neighborhood,0.384615385,-0.029177719,0.251282051,Oregon,OR,30817
1,0.981895482,-0.00523941,0.01854194,Portland,22,0.157894737,0.692307692,18,-0.1,-0.4,34.5,-17,-24.5,164.1845998,0.042779164,0.108246049,407500,0.019004751,-0.006097561,153.9355152,0.002201223,0.00981698,379250,0.018120805,0.000659631,,,,18,-0.28,0.058823529,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Arnold Creek",neighborhood,0.136363636,-0.074162679,0.059440559,Oregon,OR,30994
1,0.972902423,-0.011079009,0.010196996,Portland,11,-0.266666667,0.375,9,-0.1,-0.470588235,32,-8.5,-22,182.6923077,0.008708971,0.354249905,268000,-0.042857143,-0.014705882,136.0332295,-0.128723755,-0.022010348,265000,-0.171875,0.087179487,,,,11,-0.266666667,0.1,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Maplewood",neighborhood,0.181818182,-0.151515152,0.056818182,Oregon,OR,31039
1,0.989609887,-0.014552524,0.024415777,Portland,38,0.117647059,-0.025641026,25,0.25,-0.038461538,23,9,-33.5,119.9077116,-0.159626693,-0.061701635,209000,-0.004761905,0.105820106,135.8397855,0.037870677,0.201551918,223500,0.135959339,0.170157068,,,,37,-0.119047619,0.275862069,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Foster-Powell",neighborhood,0.289473684,-0.122291022,0.007422402,Oregon,OR,31386
1,0.98729698,0.002126467,0.081237648,Portland,26,-0.071428571,1.166666667,20,-0.259259259,-0.259259259,77,-20.5,-126,262.195122,0.028002761,0.012336378,309990,0.050813559,0.316305732,253.2494547,0.036655562,0.410701181,248500,-0.044230769,0.258227848,,,,15,-0.482758621,-0.210526316,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Goose Hollow",neighborhood,0.269230769,0.054945055,0.269230769,Oregon,OR,31399
1,0.993863239,-0.007915255,0.010420232,Portland,45,-0.02173913,0.216216216,18,-0.217391304,-0.4375,15,-3.5,-20,151.461039,-0.000767529,-0.047829327,349900,-0.000285714,0.076946753,158.4370975,-0.033862074,0.142242673,345000,-0.015691869,0.095238095,,,,45,-0.134615385,0.153846154,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Rose City Park",neighborhood,0.4,-0.056521739,0.237837838,Oregon,OR,31474
1,0.994348467,0.008558203,0.025712134,Portland,37,0.121212121,0.541666667,25,0,-0.285714286,23,-27,-33,122.8232151,0.010544871,-0.112047301,199900,0.111172874,0.116759777,132.4739406,0.032532918,-0.040232444,182000,0,0.096385542,,,,38,0,0.407407407,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Mount Scott-Arleta",neighborhood,0.324324324,0.051597052,0.115990991,Oregon,OR,31507
1,0.985698108,0.001598091,0.018049036,Portland,17,-0.105263158,0,7,-0.222222222,-0.631578947,5.5,-1,-23.5,180.6722689,-0.017142857,0.00207988,499900,0.020412329,0.219268293,177.8797146,0.036506986,-0.021474328,412000,-0.123404255,-0.141666667,,,,21,0,0,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Grant Park",neighborhood,0.352941176,-0.015479876,0.294117647,Oregon,OR,31587
1,0.979247213,-0.010339577,0.027371512,Portland,7,0.75,-0.3,13,0,-0.1875,32,-98,-14,204.0306122,-0.011547444,-0.019340655,214950,-0.160269558,-0.281103679,202.3898432,-0.14291417,0.350055127,423000,0.15890411,1.363788768,,,,11,0.1,0.571428571,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Sullivan's Gulch",neighborhood,0.142857143,-0.107142857,0.142857143,Oregon,OR,31687
1,1.007055374,-0.008600223,0.013963924,Portland,30,-0.117647059,-0.090909091,19,-0.05,0.055555556,46.5,13.5,3.5,140.5835544,0.089296447,0.108941725,224900,0.022272727,-0.121312756,137.1840728,0.006550349,0.074303717,224500,-0.094758065,0.002232143,,,,25,-0.137931034,-0.166666667,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Piedmont",neighborhood,0.433333333,-0.066666667,0.160606061,Oregon,OR,31960
1,1.008907939,-0.017765019,0.04243309,Portland,35,-0.054054054,0.25,39,0.258064516,-0.048780488,15,4,-15,135.2941176,0.028692491,0.06996526,229900,-0.041684035,0.244300115,131.9197772,0.116121266,0.100911483,229500,0.138957816,0.201570681,,,,39,0,0.392857143,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Cully",neighborhood,0.428571429,0.023166023,0.214285714,Oregon,OR,32221
1,0.989972959,-0.009902856,0.013457887,Portland,21,-0.086956522,0.5,12,0.2,0.2,11,-4,-34,205.8531746,0.142114725,0.109175998,429900,0,0.223044097,180.9105299,0.008188692,-0.054823728,401000,-0.071759259,0.18902891,,,,23,-0.178571429,2.833333333,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Sabin",neighborhood,0.238095238,-0.15320911,0.095238095,Oregon,OR,32343
1,0.979995,-0.00270101,0.01141719,Portland,18,-0.142857143,-0.1,15,-0.318181818,-0.166666667,54,0.5,7,111.2742776,0.006511358,0.091816569,229925,0.000108743,-0.079931973,89.53281519,-0.015855295,-0.10628114,168000,-0.050847458,-0.261538462,,,,16,-0.238095238,0.230769231,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Argay",neighborhood,0.222222222,0.031746032,0.172222222,Oregon,OR,32387
1,0.958194968,-0.040004772,-0.022278239,Portland,5,-0.375,-0.583333333,11,-0.153846154,0.222222222,21,14.5,-12.5,138.0236038,-0.061439494,-0.00413254,289925,0.05628928,0.025375774,172.9452055,-0.070142346,0.214834614,225500,-0.172325197,-0.129452868,,,,14,-0.125,0.75,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Brooklyn",neighborhood,0,-0.25,-0.583333333,Oregon,OR,32430
1,0.993001474,-0.002668911,0.042432518,Portland,28,0.166666667,0.4,17,-0.260869565,-0.433333333,67,22,-20,115.2216004,0.010457356,0.383523907,188725,-0.033171107,0.049055031,110.6492656,0.201381313,-0.017627999,177450,0.015450644,0.097402597,,,,20,-0.166666667,0.176470588,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Madison South",neighborhood,0.357142857,-0.017857143,0.007142857,Oregon,OR,32446
1,0.991255337,0.003309647,0.015343227,Portland,44,0.047619048,0.157894737,28,0,-0.243243243,18,0.5,-23,148.8302638,-0.027772596,-0.001471373,260000,0.000384763,0.040416166,155.5429864,-0.100971606,0.009321843,244950,0,-0.051316809,,,,49,-0.075471698,0.256410256,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Woodstock",neighborhood,0.340909091,-0.016233766,0.156698565,Oregon,OR,32495
1,1.028463257,0.002338866,-0.008981553,Portland,52,-0.037037037,1.888888889,48,0,0.655172414,20.5,2.5,8,204.1375605,-0.014279548,0.326267669,242450,0.102546612,-0.23031746,177.479281,0.055282211,0.258393757,293000,0.01208981,0.047363718,,,,50,-0.193548387,0.851851852,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Overlook",neighborhood,0.403846154,-0.077635328,-0.096153846,Oregon,OR,32750
1,0.976985976,-0.005817768,-0.001813793,Portland,34,-0.105263158,0.133333333,35,0.060606061,-0.146341463,47,-6,-35,161.2109373,-0.012362416,0.019447513,279950,-0.066522174,-0.065267657,139.2890018,-0.094207256,-0.092257576,292000,-0.077409163,0.156435644,,,,40,0.081081081,0.25,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Ashcreek",neighborhood,0.176470588,-0.034055728,-0.023529412,Oregon,OR,32762
1,0.987889755,0.002172698,0.02918273,Portland,26,-0.212121212,0.238095238,14,0.4,0.076923077,18,9,-23,203.9267016,0.090260785,0.201278432,377450,0.013424621,-0.049244332,185.3502715,-0.004565429,0.150842404,436250,-0.014124294,0.228873239,,,,24,-0.142857143,0.5,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Hosford-Abernethy",neighborhood,0.307692308,-0.055944056,0.26007326,Oregon,OR,33159
1,0.982369983,0.004136034,0.009868834,Portland,470,-0.038854806,0.186868687,448,-0.058823529,-0.23024055,48,-7,-42,109.6702317,-0.001496133,0.052233608,165000,0.000303122,0.012580546,100.5392201,0.005392201,0.019570809,157000,0.012903226,0.082758621,,,,458,-0.025531915,0.142144638,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - East Portland",neighborhood,0.3,0.013701431,0.082828283,Oregon,OR,33166
1,0.991513862,0.009079318,0.024747668,Portland,27,0.588235294,0.8,13,0.3,-0.235294118,55,-6,-5.5,103.8040657,-0.201061309,-0.06307882,169900,0.062539087,0.021033654,113.8828633,-0.001027515,-0.023861171,149500,0.060283688,-0.016447368,,,,15,0,0,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Parkrose Heights",neighborhood,0.259259259,0.082788671,-0.074074074,Oregon,OR,33274
1,0.980933104,0.03421486,-0.021395965,Portland,7,0,0,11,-0.153846154,-0.266666667,198,95,105,106.7260518,0,0.025082638,125995,-0.049058455,-0.258634893,116.3967611,0.065300158,0.153156767,133500,-0.11589404,0.160869565,,,,14,0.166666667,0.75,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Lents-Powellhurst-Gilbert",neighborhood,0.285714286,0.285714286,0,Oregon,OR,33371
1,0.97837608,-0.002635723,0.037507939,Portland,44,-0.063829787,0.047619048,64,-0.135135135,0.015873016,60,15,-5,217.155266,-0.001917659,0.020074685,625000,0.09179841,-0.015748031,182.5913229,-0.123036207,0.066923904,565000,0,0.053613054,,,,67,-0.118421053,0.970588235,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Southwest Hills",neighborhood,0.159090909,0.031431335,0.111471861,Oregon,OR,33675
1,1.002703901,0.011076404,0.015826032,Portland,14,-0.066666667,0.4,8,0.142857143,-0.2,51.5,-19.5,44.5,140.4536654,-0.171100432,0.056424912,256000,0.015873016,-0.185944829,148.222971,0.025394519,-0.068223897,272450,-0.082659933,-0.128090247,,,,12,-0.2,0,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Center",neighborhood,0.285714286,0.019047619,-0.014285714,Oregon,OR,33700
1,0.957262919,0.034574516,-0.029460849,Portland,13,0.083333333,-0.277777778,13,0.083333333,-0.409090909,119,-12,29.5,118.2139507,0.041918583,0.173564187,167450,-0.056611746,-0.014420247,89.23375364,0.060685622,0.009577626,180500,0.289285714,0.312727273,,,,14,0.166666667,-0.066666667,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Parkrose",neighborhood,0.307692308,0.057692308,-0.081196581,Oregon,OR,33842
1,0.98526898,0.001953241,0.011282214,Portland,59,-0.063492063,0.340909091,61,0.150943396,-0.075757576,31.5,4.5,-49.5,128.7298736,0.003935519,0.055757755,202200,0.067300079,0.193272352,127.6312483,-0.033819523,0.183930493,204000,0.046153846,0.210323346,,,,70,-0.027777778,0.296296296,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Montavilla",neighborhood,0.322033898,0.052192628,0.117488444,Oregon,OR,33898
1,1.009186231,0.010655542,0.028930944,Portland,22,-0.153846154,-0.185185185,18,-0.217391304,0.2,13,4.5,-50,144.245943,-0.031652523,0.051653167,272450,-0.035404496,0.058058252,145.1564132,-0.01243055,0.06547471,272500,0.003683241,0.112244898,,,,36,0.058823529,1,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Arbor Lodge",neighborhood,0.5,0.153846154,0.240740741,Oregon,OR,33924
1,0.992611763,0.006148139,0.040055887,Portland,9,0.125,1.25,6,-0.142857143,0,21.5,-4.5,-31.5,158.7297619,-0.045040457,-0.04608896,325000,-0.067431851,-0.057834469,123.7824675,-0.215456718,-0.104272733,340000,0.156856073,0.079365079,,,,9,-0.181818182,3.5,7/1/12,90,9/30/12,,,,All Residential,"Portland, OR - Marshall Park",neighborhood,0.333333333,0.083333333,0.333333333,Oregon,OR,34267
