Number of Records,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,City,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,Months Of Supply,Months Of Supply Mom,Months Of Supply Yoy,New Listings,New Listings Mom,New Listings Yoy,Period Begin,Period Duration,Period End,Price Drops,Price Drops Mom,Price Drops Yoy,Property Type,Region,Region Type,Sold Above List,Sold Above List Mom,Sold Above List Yoy,State,State Code,Table Id
1,0.974315262,-0.003174041,-0.016618823,Portland,15,-0.210526316,0.666666667,19,0.117647059,-0.296296296,81,-15,19,128.7367104,-0.117107858,-0.106175525,292475,-0.040908346,-0.024265342,160.0166251,0.191406383,0.110952428,288400,0.01980198,0.270484581,,,,10,-0.090909091,-0.285714286,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - University Park",neighborhood,0.066666667,-0.038596491,-0.377777778,Oregon,OR,29142
1,0.987690452,0.012352509,0.023603512,Portland,18,-0.052631579,-0.217391304,12,-0.142857143,-0.294117647,61,28,3.5,166.6666667,0.028932355,0.13377193,759900,0.55398773,0.923797468,145.7778623,-0.16544999,0.038088785,445000,0.05952381,0.076022826,,,,5,-0.444444444,-0.545454545,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Laurelhurst",neighborhood,0.222222222,0.064327485,0.09178744,Oregon,OR,29343
1,0.962839025,0.006858415,0.001239884,Portland,21,-0.086956522,-0.3,37,-0.159090909,-0.195652174,116.5,12.5,22.5,144.91353,0.022919035,-0.032927002,349000,0,0.07417667,131.4630014,-0.058122902,-0.197924423,340000,-0.014492754,0.084529506,,,,15,-0.210526316,-0.285714286,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Hillsdale",neighborhood,0.285714286,0.111801242,0.219047619,Oregon,OR,29517
1,0.942538728,0.010304097,-0.06008214,Portland,8,-0.111111111,1,,,,35,0,-83,192.3804825,0.249091161,0.434686734,247425,-0.091685022,-0.424459177,143.8782187,0.094466726,-0.056092428,297500,0.025862069,-0.130116959,,,,2,-0.666666667,-0.333333333,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Reed",neighborhood,0.125,0.013888889,-0.125,Oregon,OR,29606
1,0.980920036,0.00056842,0.015351064,Portland,19,0,0.357142857,15,-0.210526316,-0.516129032,38,-29,26,162.1069869,-0.026425089,-0.127589933,499450,0.112360802,0.15413056,185.8443709,0.042417971,0.033523892,580000,0.026548673,0.228163049,,,,14,0.076923077,-0.222222222,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Irvington",neighborhood,0.157894737,0.052631579,0.086466165,Oregon,OR,29828
1,0.964879823,-0.011789344,-0.02709465,Portland,4,-0.5,-0.333333333,7,0.166666667,-0.363636364,77,11,-107,100.6714414,-0.363837841,-0.358971216,250000,0,-0.264489556,141.4638053,0.015959473,0.001702213,304400,0.040683761,-0.130285714,,,,3,-0.4,0,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - South Burlingame",neighborhood,0.25,0,0.083333333,Oregon,OR,30142
1,0.964189879,-0.001098423,0.07884645,Portland,13,0.083333333,5.5,7,-0.3,-0.588235294,80.5,-0.5,21.5,183.8675775,0,0.625741427,349900,-0.269519833,0.186322874,170.8185053,0.098260702,0.412943624,340900,-0.136962025,0.541139241,,,,5,-0.285714286,1.5,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Sylvan-Highlands",neighborhood,0.076923077,-0.006410256,0.076923077,Oregon,OR,30259
1,0.967695023,-0.022631954,-0.00085297,Portland,14,0,-0.44,32,0.032258065,0.032258065,55,1,-71,140.6540968,-0.127830076,-0.096688134,189900,-0.073432545,-0.156,126.1398176,-0.066066612,-0.113079407,220835,0.002656073,0.162289474,,,,28,0.333333333,2.111111111,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Kenton",neighborhood,0,-0.142857143,-0.12,Oregon,OR,30288
1,0.961564966,0.001226302,-0.015675233,Portland,45,0,0.046511628,61,-0.089552239,-0.298850575,66,0,-12,107.2682927,0.043756646,-0.151385886,174900,0.249374955,0.06,109.6083077,0.020396236,-0.112172707,150000,-0.013157895,-0.016393443,,,,37,-0.139534884,-0.026315789,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - St. Johns",neighborhood,0.177777778,0.022222222,0.01498708,Oregon,OR,30396
1,0.984058924,0.008514172,0.022237325,Portland,14,0.272727273,0.555555556,20,0.111111111,-0.166666667,64,18,14,155.6764975,-0.024092494,-0.131673901,350000,0,0.155115512,150.8811295,-0.083711474,-0.219475434,352000,-0.005649718,-0.130864198,,,,12,0.090909091,0.5,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Bridlemile",neighborhood,0.285714286,0.012987013,0.285714286,Oregon,OR,30762
1,0.979258578,-0.006922138,0.009483531,Portland,21,-0.222222222,-0.086956522,13,-0.35,-0.535714286,61.5,-10,-23.5,159.0454545,0.059531901,-0.009402591,249000,0.106666667,-0.117021277,140.1515152,0.030039966,0.092314383,224900,0.097073171,0.022272727,,,,13,-0.380952381,0.083333333,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Woodlawn",neighborhood,0.238095238,-0.058201058,0.107660455,Oregon,OR,30817
1,0.994962917,0.010233103,0.033997166,Portland,10,0,0.111111111,25,-0.074074074,-0.342105263,185,69,81.5,162.8912842,0.080591774,0.236347938,344950,0.105608974,-0.104025974,138.8053209,0.06748836,-0.106636431,373500,-0.119103774,-0.022430445,,,,10,0,-0.230769231,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Arnold Creek",neighborhood,0.3,0.1,0.3,Oregon,OR,30994
1,0.98834122,-0.008079327,0.003164495,Portland,17,0.888888889,0.7,9,-0.181818182,-0.4375,68.5,50,20,121.3235294,-0.173909451,-0.286448935,225000,-0.210526316,-0.510763209,120.5128205,0.014466131,-0.294827686,279000,-0.021052632,0.054820416,,,,7,-0.222222222,0.166666667,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Maplewood",neighborhood,0.235294118,0.013071895,0.035294118,Oregon,OR,31039
1,1.01130379,0.062514775,0.071421394,Portland,22,0,0.833333333,24,0,-0.368421053,57,-29,-57,116.6987814,0.061407741,-0.019458804,170750,0.045941807,0.029234479,135.2127268,0.056462106,0.062784931,177500,-0.013888889,0.167763158,,,,24,0.333333333,0.5,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Foster-Powell",neighborhood,0.227272727,0.045454545,0.143939394,Oregon,OR,31386
1,0.956158564,-0.004263869,0.000287494,Portland,18,-0.357142857,0.058823529,27,0,-0.228571429,86,-4,-78,234.9191014,-0.01075807,-0.120321922,207900,-0.03950104,-0.12278481,233.1093618,-0.043223988,-0.034027522,177500,-0.172494172,-0.342592593,,,,19,0.1875,0.117647059,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Goose Hollow",neighborhood,0.111111111,0.003968254,0.052287582,Oregon,OR,31399
1,0.996570267,0.004629284,0.029183988,Portland,29,0.16,0.208333333,14,-0.363636364,-0.5,80.5,3.5,39.5,136.6857914,-0.147946919,-0.227484068,249000,-0.136615811,-0.250958863,170.0819672,0,0.040332179,311000,-0.042782395,-0.091838225,,,,13,-0.277777778,-0.071428571,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Rose City Park",neighborhood,0.24137931,0.00137931,0.11637931,Oregon,OR,31474
1,1.007758661,0.026805658,0.024128102,Portland,21,-0.045454545,0.05,25,-0.074074074,-0.358974359,85.5,12.5,-26.5,117.8790535,-0.168952673,-0.178349606,165550,-0.056426332,-0.195968917,120.292887,-0.009826287,0.005905952,195000,0.07653026,0.042780749,,,,20,0,-0.090909091,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Mount Scott-Arleta",neighborhood,0.333333333,0.060606061,-0.016666667,Oregon,OR,31507
1,0.966286938,0.003522722,0.02029975,Portland,9,-0.25,-0.181818182,9,-0.1,-0.4,56,22,-8,183.8891614,-0.024280546,-0.037069382,749900,0.416375484,0.666444444,160.7603093,-0.124612923,-0.05732891,459000,0.061271676,-0.023404255,,,,7,-0.125,0.4,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Grant Park",neighborhood,0.111111111,0.027777778,0.111111111,Oregon,OR,31587
1,0.988584346,0.010895895,0.036548922,Portland,7,-0.3,0.4,11,0,-0.266666667,150,72,111,240.8398095,-0.036640762,0.230907899,267450,0.243953488,0.379675006,180.3278689,-0.007354169,0.221645634,229900,0.057254541,-0.448681055,,,,2,-0.6,-0.666666667,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Sullivan's Gulch",neighborhood,0.285714286,0.085714286,0.285714286,Oregon,OR,31687
1,0.998318149,0.027896942,0.017124586,Portland,15,-0.210526316,-0.444444444,29,0.035714286,0.035714286,38,0,-38,120.6253428,0.092291936,0.070074675,219900,0.011383236,0.188648649,115.8730159,-0.004366244,-0.0099816,240890,0,0.047347826,,,,25,0.041666667,0.470588235,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Piedmont",neighborhood,0.333333333,0.228070175,0.148148148,Oregon,OR,31960
1,0.973130414,-0.006603149,0.026133207,Portland,17,-0.32,-0.291666667,42,0.076923077,-0.3,150.5,77.5,7.5,102.9440628,-0.278224083,-0.099570815,166000,-0.262222222,0.144827586,110.2040816,-0.050911468,0.052173444,160000,-0.00621118,-0.009287926,,,,16,-0.238095238,-0.448275862,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Cully",neighborhood,0.235294118,-0.044705882,0.151960784,Oregon,OR,32221
1,0.98345894,0.00079085,-0.01813264,Portland,9,-0.1,0.5,8,0.333333333,-0.466666667,64,-4.5,26,163.8747269,0.091336086,-0.001531888,335000,-0.124068506,0.01545923,187.4670879,0.13471782,-0.067236928,356000,-0.069281046,-0.044295302,,,,7,-0.125,-0.363636364,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Sabin",neighborhood,0.222222222,-0.077777778,0.055555556,Oregon,OR,32343
1,0.930846028,-0.008897069,0.018914362,Portland,8,-0.2,0.142857143,16,0.142857143,-0.304347826,189,0,72,105.5933852,0.089219556,-0.009992177,235000,0.440171595,0.339031339,89.17970218,-0.100284619,-0.128576698,210500,0.122666667,0.073979592,,,,8,0.333333333,-0.272727273,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Argay",neighborhood,0.125,-0.075,0.125,Oregon,OR,32387
1,0.975990332,0.021304673,0.001874794,Portland,8,0.6,0.333333333,12,0.090909091,0.090909091,111.5,-102.5,46.5,152.3148148,-0.12636438,0.46742736,249000,-0.001803969,-0.126239144,126.0231317,0.051912378,-0.077277537,323250,0.243269231,0.436666667,,,,7,-0.125,0.75,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Brooklyn",neighborhood,0.125,0.125,-0.041666667,Oregon,OR,32430
1,0.965826734,-0.003186031,-0.018266757,Portland,13,0.083333333,0.181818182,23,0,-0.233333333,87.5,-39.5,30.5,96.46302251,-0.125333818,-0.107615247,150000,0.153846154,-0.074074074,109.0136275,-0.064594348,0.138711976,155000,0.006493506,-0.012738854,,,,13,0.444444444,0.3,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Madison South",neighborhood,0.076923077,-0.006410256,-0.195804196,Oregon,OR,32446
1,0.997986243,0.011469469,0.030610245,Portland,36,0.028571429,0.2,22,-0.043478261,-0.476190476,25.5,-9.5,-37.5,142.8571429,-0.047723262,-0.059305579,214900,-0.011726834,-0.118358974,151.4711008,0.079862723,0.105239681,216000,0.033492823,-0.075935829,,,,21,-0.192307692,0.05,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Woodstock",neighborhood,0.194444444,-0.034126984,0.061111111,Oregon,OR,32495
1,1.001729376,0.014345304,0.015234757,Portland,23,0.210526316,0.352941176,25,-0.193548387,-0.137931034,39,7,-6.5,271.289578,0.075190192,0.655852147,220925,-0.049784946,-0.209429236,134.9693252,-0.028220859,-0.009166366,259900,-0.192857143,-0.071454091,,,,36,0.125,1.25,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Overlook",neighborhood,0.347826087,0.137299771,0.05370844,Oregon,OR,32750
1,0.987693972,0.001475781,0.038687689,Portland,25,0.388888889,0.315789474,20,-0.166666667,-0.393939394,117,-1,4,142.58618,0.021461297,-0.110567246,314950,0.288402536,0.247573777,137.8676471,-0.067147087,-0.029067096,238950,-0.015653965,-0.098301887,,,,10,-0.285714286,-0.090909091,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Ashcreek",neighborhood,0.24,-0.037777778,0.187368421,Oregon,OR,32762
1,0.977691439,-0.005163487,0.019727721,Portland,15,-0.117647059,0.071428571,7,0,-0.75,40,-14,-7,158.9350968,-0.004728842,-0.05955564,328450,0.064840331,-0.074528036,151.4705882,0.022082219,-0.026497282,391500,0.044,0.233070866,,,,14,0,0.076923077,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Hosford-Abernethy",neighborhood,0.333333333,-0.078431373,0.19047619,Oregon,OR,33159
1,0.969917484,0.002139751,-0.004686588,Portland,331,-0.093150685,0.298039216,518,-0.038961039,-0.372881356,92,0,-14,100.78125,-0.003385417,-0.013827883,144950,-0.006511309,-0.033505584,96.20815074,-0.006432189,-0.047814188,142425,-0.033751696,-0.104245283,,,,328,0.009230769,-0.054755043,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - East Portland",neighborhood,0.226586103,0.004668294,0.06188022,Oregon,OR,33166
1,0.991872026,0.027150942,0.028095406,Portland,14,-0.066666667,0.4,7,-0.3,-0.794117647,32,-10,-109,130.15625,0.161166869,0.230027541,165000,0.138716356,-0.020480855,101.274513,0.160437128,0.055989442,130500,-0.115254237,-0.104671147,,,,9,-0.181818182,-0.357142857,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Parkrose Heights",neighborhood,0.142857143,0.076190476,-0.057142857,Oregon,OR,33274
1,0.985483024,-0.002404915,0.01962903,Portland,4,0.333333333,0,13,-0.133333333,-0.277777778,92.5,75,-57.5,114.3270622,0,0.135390171,139900,-0.114556962,0.084916634,109.7058824,0.332694698,-0.044764732,155750,0.096830986,0.091068301,,,,7,0.4,0.75,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Lents-Powellhurst-Gilbert",neighborhood,0.5,0.166666667,0.5,Oregon,OR,33371
1,0.956414333,-0.010201529,0.022284614,Portland,32,0.391304348,0.032258065,56,0.12,0.037037037,67,-1,-65,231.9291527,0.13959042,0.153662766,679990,0.220917497,0.271009346,183.0464228,0.047940771,-0.030039195,546200,0.273193473,0.213777778,,,,25,-0.038461538,0.666666667,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Southwest Hills",neighborhood,0.0625,-0.067934783,0.030241935,Oregon,OR,33675
1,1.013945815,0.015214003,0.044693869,Portland,4,-0.428571429,-0.6,12,-0.142857143,-0.333333333,30,-12,-45.5,124.4294606,-0.043188205,0.091991774,219900,-0.064255319,0.000454959,134.8525107,-0.030747579,-0.111479498,260000,-0.248554913,0.05156724,,,,11,0.375,0,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Center",neighborhood,0.5,0.357142857,0.3,Oregon,OR,33700
1,0.991875694,0.015973006,-0.153881444,Portland,14,0,1.333333333,17,-0.105263158,-0.413793103,67,-36,-61,79.57559682,0.081026976,-0.072929107,120000,0.000834028,-0.110452187,80.87715515,-0.02049985,-0.346468447,104500,-0.188507086,-0.486603798,,,,13,0.181818182,0.3,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Parkrose",neighborhood,0.285714286,0.071428571,-0.214285714,Oregon,OR,33842
1,0.977585492,-0.000755024,0.013167097,Portland,46,-0.06122449,0.095238095,57,-0.161764706,-0.296296296,32,-42,-45,110.6168029,-0.09257268,-0.025439373,162500,-0.048037493,-0.09445528,120.6969445,-0.016263149,-0.005591285,154500,-0.074850299,-0.129577465,,,,43,-0.173076923,0.264705882,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Montavilla",neighborhood,0.239130435,0.014640639,0.02484472,Oregon,OR,33898
1,0.993720987,0.025240107,0.017032933,Portland,23,0.095238095,-0.148148148,11,-0.352941176,-0.676470588,19,2.5,-33,135.4718032,0.132211271,-0.074442185,252900,0.092440605,0.038603696,120.048347,-0.112438252,-0.105846795,233100,-0.032780083,-0.103461538,,,,18,-0.25,0.8,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Arbor Lodge",neighborhood,0.47826087,0.144927536,0.256038647,Oregon,OR,33924
1,1.010055538,0,0.04955265,Portland,3,0,-0.4,5,0,-0.285714286,271,0,118,138.1678932,0.006076892,-0.032073835,512500,-0.004854369,0.030150754,108.8308458,0,-0.251243781,175000,0,-0.583828775,,,,2,1,-0.333333333,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Marshall Park",neighborhood,0.333333333,0,0.333333333,Oregon,OR,34267
1,1.008017349,0.046359135,0.099976242,Portland,37,-0.051282051,0.233333333,63,-0.015625,-0.240963855,46.5,-29,-67.5,115.0881057,-0.006093085,0.007952333,125950,0.016545601,-0.210097209,98.68421053,-0.058679407,-0.164086687,120650,-0.057421875,-0.032826967,,,,50,0.020408163,0.136363636,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Brentwood",neighborhood,0.513513514,0.205821206,0.413513514,Oregon,OR,34354
1,0.977870808,0.005231399,0.024356464,Portland,35,0.029411765,0.75,51,-0.089285714,-0.406976744,101.5,-21.5,-70.5,101.8202503,0.059632812,-0.083618782,189900,-0.156,-0.238725195,99.59499264,0.069283104,-0.087690056,210000,-0.026132121,-0.256637168,,,,29,-0.121212121,0.115384615,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Pleasant Valley",neighborhood,0.285714286,-0.008403361,0.185714286,Oregon,OR,34424
1,0.98418471,0.004522992,0.013395776,Portland,18,0,-0.28,21,0.3125,-0.511627907,82,7,-40,125.6181998,0.115908342,-0.001637015,254000,0.020080321,0.198113208,129.7119981,0,0.181694052,252500,-0.030244839,0.196115585,,,,19,0.266666667,0,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Roseway",neighborhood,0.388888889,0.111111111,0.228888889,Oregon,OR,34599
1,1.001368463,0.020867369,0.047287728,Portland,29,-0.033333333,-0.033333333,25,-0.074074074,-0.609375,127,44,-33,277.5793651,-0.034586676,0.069587881,199000,-0.082949309,-0.200803213,268.0067002,-0.072526001,-0.019630251,210000,-0.080962801,-0.256637168,,,,11,-0.388888889,-0.576923077,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Downtown Portland",neighborhood,0.24137931,0.108045977,0.14137931,Oregon,OR,34783
1,0.991444872,0.008798659,0.005259449,Portland,11,0,-0.153846154,14,-0.176470588,-0.44,85,22,36,143.3518006,0.045378629,-0.048251244,224900,-0.136660269,-0.081853439,139.2780172,0.119740099,0.073029231,258500,-0.06,0.044444444,,,,13,0.3,0.083333333,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - South Tabor",neighborhood,0.363636364,0.181818182,0.132867133,Oregon,OR,34813
1,0.926818251,-0.022236627,-0.030307508,Portland,15,-0.117647059,0.875,8,-0.111111111,-0.636363636,86,0,-8.5,102.5749883,-0.111209332,-0.448414582,144700,-0.383993189,-0.551248256,121.6776316,-0.120047578,-0.155644021,289000,-0.030201342,-0.151248164,,,,8,0,-0.2,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Hayhurst",neighborhood,0.133333333,-0.101960784,0.133333333,Oregon,OR,35020
1,0.989676908,-0.001585615,-0.004716203,Portland,48,-0.020408163,0.230769231,74,0.01369863,-0.408,81,23.5,-23,103.3866963,-0.007487716,0.035433903,129000,-0.006928406,0.102564103,99.61283638,-0.021983061,0.067039196,132750,0.017241379,0.062,,,,49,0.088888889,-0.109090909,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Lents",neighborhood,0.229166667,-0.015731293,-0.02724359,Oregon,OR,35022
1,0.970131041,0.000322423,0.004962919,Portland,41,0.28125,0.366666667,22,-0.043478261,-0.45,47,-3,26,161.5763727,-0.091756301,0.009944343,245750,-0.04097561,-0.180560187,170.9888256,0.095991786,0.001880568,257000,-0.148301574,-0.055147059,,,,32,-0.058823529,0.103448276,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Richmond",neighborhood,0.170731707,0.045731707,0.037398374,Oregon,OR,35064
1,0.980112197,-0.006336727,0.035404148,Portland,15,0.666666667,0.5,10,-0.090909091,-0.473684211,53,35,-10,198.6128625,0.007896967,-0.004309509,630000,0.147540984,0.315377388,181.5690305,0.004374024,0.058713773,530000,0.039215686,0.285121086,,,,11,0,0.1,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Alameda",neighborhood,0.133333333,-0.088888889,0.033333333,Oregon,OR,35143
1,0.940501179,0.002274611,-0.02481356,Portland,22,-0.153846154,0.222222222,48,0.066666667,-0.272727273,94,1.5,11,157.2498502,-0.110153098,-0.024635811,450000,-0.181669394,-0.06024655,162.4535425,0.044864613,-0.00053666,387500,0.006493506,-0.268867925,,,,27,0.038461538,0.038461538,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Forest Park",neighborhood,0.045454545,-0.031468531,-0.01010101,Oregon,OR,35196
1,1.00613901,0.024974566,-0.011438052,Portland,8,0,0.333333333,8,0,-0.384615385,16.5,-5,-123.5,130.5084746,0,-0.067351379,350000,0.356852103,0.287001287,138.9588754,0,0.085023247,286250,0,0.413580247,,,,7,0.166666667,-0.3,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Boise",neighborhood,0.375,0.125,-0.125,Oregon,OR,35201
1,0.93906292,-0.037708497,-0.014900709,Portland,11,-0.214285714,-0.3125,20,-0.090909091,-0.35483871,140,91,-10,133.7435233,0.171264911,0.000801875,247000,0.033472803,-0.067924528,130.7763401,0.073574157,-0.118105814,220000,0.125319693,-0.120087991,,,,10,0.111111111,-0.090909091,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Creston-Kenilworth",neighborhood,0.272727273,0.058441558,0.147727273,Oregon,OR,35304
1,0.980644575,-0.004216704,0.009973608,Portland,28,-0.066666667,-0.125,21,0.235294118,-0.416666667,40,10,-24.5,147.0098039,-0.000887929,0.019778185,339950,-0.079029534,-0.060911602,155.5693839,-0.038926917,-0.029120989,380000,0.111125731,0.104651163,,,,24,0.333333333,0.5,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Mount Tabor",neighborhood,0.25,0.016666667,0.1875,Oregon,OR,35328
1,0.991259212,-0.004104421,0.03038665,Portland,33,0.064516129,0,20,-0.2,-0.375,29,6,-29,161.2973485,0.014763901,0.204362521,344250,0.103542234,0.159286075,151.5395143,0.062123618,0.169768482,280000,0.081081081,-0.066666667,,,,24,-0.2,0.714285714,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Concordia",neighborhood,0.242424242,0.016617791,0.212121212,Oregon,OR,35334
1,1.032564747,0.027958147,-0.011158196,Portland,8,-0.428571429,-0.2,25,0.086956522,-0.305555556,107,0,-255.5,189.6185922,0.140360516,0.198563365,434500,0.144927536,0.671153846,144.8659835,-0.025614786,-0.067400986,235000,0.666666667,-0.255150555,,,,6,-0.333333333,-0.538461538,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Hayden Island",neighborhood,0.125,0.053571429,0.025,Oregon,OR,35357
1,0.95809138,0.000424256,0.021246627,Portland,19,-0.05,0.055555556,11,-0.083333333,-0.541666667,25,-31,-69.5,209.6553228,0.050864951,-0.016985748,329900,0.064536947,0.189043071,147.7058454,-0.099404486,-0.078684789,310000,-0.03125,0.085814361,,,,10,-0.090909091,-0.166666667,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Sunnyside",neighborhood,0.105263158,0.005263158,-0.005847953,Oregon,OR,35425
1,0.980984786,-0.008030439,-0.000154089,Portland,14,-0.066666667,0,13,-0.133333333,-0.1875,72,-53,-19,198.6293206,0,-0.029725864,319000,-0.373280943,-0.355555556,171.4992667,0.025705446,-0.065921125,440000,0.035294118,-0.246575342,,,,5,-0.285714286,-0.444444444,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Eastmoreland",neighborhood,0,0,-0.285714286,Oregon,OR,35485
1,0.966578042,0.009491644,0.025736659,Portland,46,-0.220338983,-0.132075472,72,0,-0.339449541,109,13,-5.5,260.9145141,0.340193503,0.202374009,325000,0.086956522,-0.012158055,204.6767786,0.012912058,-0.138603157,272500,0.081349206,-0.009090909,,,,41,0.171428571,-0.305084746,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Corbett",neighborhood,0.130434783,0.028739867,0.054963084,Oregon,OR,35611
1,0.980782759,0.001509725,0.015562228,Portland,178,-0.11,-0.053191489,162,-0.142857143,-0.406593407,49.5,4.5,-14.5,157.468767,0.02627917,0.033050951,339000,0.212880143,0.185314685,154.2688081,0.047386147,0.133325743,293500,0.031634446,0.017331023,,,,151,-0.101190476,-0.006578947,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Northeast Portland",neighborhood,0.224719101,0.019719101,0.107697825,Oregon,OR,35655
1,0.983061542,0.005341095,0.009184877,Portland,154,-0.043478261,-0.072289157,231,-0.079681275,-0.328488372,62,3,-19,135.7416172,0.101881218,0.02074124,206400,0.032516258,0.033151964,121.2118842,-0.067123107,-0.077346718,215000,0,0.033653846,,,,168,-0.050847458,0.15862069,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - North Portland",neighborhood,0.253246753,0.054488989,0.090596151,Oregon,OR,35802
1,1.008017349,0.046359135,0.099976242,Portland,37,-0.051282051,0.233333333,63,-0.015625,-0.240963855,46.5,-29,-67.5,115.0881057,-0.006093085,0.007952333,125950,0.016545601,-0.210097209,98.68421053,-0.058679407,-0.164086687,120650,-0.057421875,-0.032826967,,,,50,0.020408163,0.136363636,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Brentwood-Darlington",neighborhood,0.513513514,0.205821206,0.413513514,Oregon,OR,44892
1,0.982876116,0.005835384,0.021030709,Portland,110,-0.075630252,-0.126984127,128,0.024,-0.401869159,77.5,-8.5,1.5,132.5989613,-0.069844021,0.026623316,225000,-0.054224464,0.12528132,133.3860759,-0.00018437,0.014610954,253500,0.005952381,0.0608914,,,,87,0.048192771,-0.179245283,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Central Northeast Portland",neighborhood,0.254545455,0.03605806,0.111688312,Oregon,OR,155942
1,0.97154694,0.006743358,0.016671744,Portland,223,-0.122047244,0.032407407,300,-0.022801303,-0.423076923,100,3,-32.5,252.1710087,-0.009215369,-0.030008871,325000,-0.175126904,-0.164524422,235.131397,0.005036757,-0.069353883,340900,0.010074074,-0.035643564,,,,163,-0.068571429,-0.269058296,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Neighbors West-Northwest",neighborhood,0.139013453,0.013029201,0.05568012,Oregon,OR,155943
1,0.987897703,0.016003349,0.025658026,Portland,312,-0.025,0.075862069,343,-0.097368421,-0.375227687,53,-10,-29.5,127.2727273,-0.032426628,-0.06249379,195000,-0.066985646,-0.140969163,135.6837607,0.007888446,-0.01346599,229700,-0.005627706,-0.005627706,,,,271,-0.02166065,0.026515152,11/1/11,90,1/31/12,,,,All Residential,"Portland, OR - Southeast Uplift",neighborhood,0.256410256,0.062660256,0.083996463,Oregon,OR,155947
